trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20220101,900,8645,8526
20220101,910,996,1243
20220101,920,1369,1711
20220101,930,3663,4535
20220101,940,1532,1845
20220101,950,1319,1343
20220101,960,7138,8228
20220101,970,4616,5277
20220101,980,9418,8806
20220101,990,12266,10553
20220101,1000,66442,48815
20220101,1010,3443,3330
20220101,1020,26366,23999
20220101,1030,1958,2059
20220101,1040,12337,14532
20220101,1050,1038,1170
20220101,1060,1405,1679
20220101,1070,7345,8169
20220101,1080,24991,31095
20220101,1090,6704,8271
20220101,1100,24577,28729
20220101,1110,4329,5086
20220101,1120,3601,4256
20220101,1130,1513,1870
20220101,1140,67,173
20220101,1150,465,548
20220101,1160,2946,3188
20220101,1170,5107,6152
20220101,1180,3733,4032
20220101,1190,1341,1552
20220101,1191,263,278
20220101,1192,1295,1431
20220101,1193,704,819
20220101,1194,3093,2345
20220101,1201,62,84
20220101,1202,147,125
20220101,1203,777,755
20220101,1204,97,96
20220101,1205,40,56
20220101,1206,299,448
20220101,1207,51,110
20220101,1208,1761,1554
20220101,1210,20655,22460
20220101,1220,755,797
20220101,1230,527,559
20220101,1240,266,311
20220101,1250,6768,7866
20220101,2110,53,64
20220101,2120,71,78
20220101,2130,683,890
20220101,2140,25,25
20220101,2150,904,851
20220101,2160,84,73
20220101,2170,761,863
20220101,2180,1316,1532
20220101,2190,253,267
20220101,2200,3391,3461
20220101,2210,68,97
20220101,2220,1057,1157
20220101,2230,2697,2847
20220101,2240,425,461
20220101,2250,549,527
20220101,2260,4325,479
20220101,3140,224,259
20220101,3150,892,843
20220101,3160,4339,4871
20220101,3170,84,102
20220101,3180,948,1137
20220101,3190,784,944
20220101,3210,929,1011
20220101,3220,2859,2732
20220101,3230,8560,9231
20220101,3240,805,806
20220101,3250,2800,2772
20220101,3260,556,507
20220101,3270,2299,1792
20220101,3280,2364,2259
20220101,3290,1293,1299
20220101,3300,34398,32633
20220101,3310,1498,1251
20220101,3320,2750,2366
20220101,3330,911,923
20220101,3340,7769,6468
20220101,3350,782,4639
20220101,3360,14502,16641
20220101,3370,1160,1363
20220101,3380,839,962
20220101,3390,6758,7089
20220101,3400,398,464
20220101,3410,875,1048
20220101,3420,2012,2476
20220101,3430,982,1122
20220101,3431,20,26
20220101,3432,138,176
20220101,3433,16,31
20220101,3434,635,531
20220101,3435,88,95
20220101,3436,294,339
20220101,3450,712,755
20220101,3460,154,208
20220101,3470,5535,6045
20220101,3480,1887,2113
20220101,3490,109,134
20220101,4050,1288,1313
20220101,4060,1683,1786
20220101,4070,518,519
20220101,4080,11563,12288
20220101,4090,631,668
20220101,4100,152,193
20220101,4110,499,567
20220101,4120,4160,4683
20220101,4130,410,402
20220101,4140,465,556
20220101,4150,997,1167
20220101,4160,121,136
20220101,4170,2550,2747
20220101,4180,670,680
20220101,4190,2030,2063
20220101,4200,6477,3839
20220101,4210,2226,2071
20220101,4220,28307,27727
20220101,4250,2596,5097
20220101,4260,887,821
20220101,4270,372,386
20220101,4271,304,295
20220101,4272,2170,2219
20220101,4290,853,984
20220101,4300,1420,1613
20220101,4310,2497,2592
20220101,4320,1817,1732
20220101,4330,2312,2195
20220101,4340,13583,12917
20220101,4350,747,805
20220101,4360,742,722
20220101,4370,1643,1601
20220101,4380,550,392
20220101,4390,645,559
20220101,4400,17468,15816
20220101,4410,642,615
20220101,4420,1169,1114
20220101,4430,1012,976
20220101,4440,4563,4734
20220101,4450,620,554
20220101,4460,1097,1196
20220101,4470,92,98
20220101,5000,10587,11233
20220101,5010,161,231
20220101,5020,182,217
20220101,5030,657,734
20220101,5040,272,363
20220101,5050,3554,3940
20220101,5060,36,49
20220101,5070,358,407
20220101,5080,24,38
20220101,5090,538,473
20220101,5100,126,121
20220101,5110,51,333
20220101,5120,1140,1306
20220101,5130,356,2
20220101,5140,1,6
20220101,5160,5,27
20220101,5190,213,237
20220101,5200,34,22
20220101,5210,954,860
20220101,5220,436,281
20220101,5230,755,704
20220101,5240,13,12
20220101,6000,6178,4507
20220101,6010,11,67
20220101,6020,201,159
20220101,6030,20,30
20220101,6040,2,6
20220101,6050,411,412
20220101,6060,0,10
20220101,6070,865,746
20220101,6080,106,121
20220101,6090,6,14
20220101,6100,25,11
20220101,6110,1129,1214
20220101,6120,7,12
20220101,6130,554,702
20220101,6140,34,43
20220101,6150,8,6
20220101,6160,365,348
20220101,6170,30,28
20220101,6180,279,279
20220101,6190,5,17
20220101,6200,57,59
20220101,6210,35,34
20220101,6220,235,253
20220101,6230,8,7
20220101,6240,310,332
20220101,6250,413,288
20220101,7000,11814,8418
20220101,7010,60,42
20220101,7020,4,13
20220101,7030,414,301
20220101,7040,15,21
20220101,7050,12,13
20220101,7060,134,187
20220101,7070,4,3
20220101,7080,10,7
20220101,7090,525,601
20220101,7100,196,135
20220101,7110,19,79
20220101,7120,419,508
20220101,7130,428,540
20220101,7140,31,42
20220101,7150,712,727
20220101,7160,6483,6256
20220101,7170,56,69
20220101,7180,98,113
20220101,7190,5163,4726
20220101,7200,118,106
20220101,7210,3654,3544
20220101,7220,70,91
20220101,7230,1205,1092
20220101,7240,259,222
20220101,7250,110,97
20220101,7260,220,257
20220101,7270,545,179
20220101,7280,51,48
20220101,7290,781,953
20220101,7300,136,185
20220101,7310,638,685
20220101,7320,148,183
20220101,7330,147,216
20220101,7331,12,12
20220101,7332,1559,1372
20220101,7333,34,28
20220101,7334,81,32
20220101,7335,924,968
20220101,7336,722,707
20220101,7350,1229,1219
20220101,7360,4449,4874
20220101,7361,101,104
20220101,7362,367,468
20220101,7380,442,482
20220101,7390,278,357
20220102,900,6744,6897
20220102,910,1011,1007
20220102,920,1494,1421
20220102,930,3691,3773
20220102,940,1526,1480
20220102,950,1134,1019
20220102,960,6320,6305
20220102,970,4123,4282
20220102,980,8348,8205
20220102,990,9334,11122
20220102,1000,47310,60081
20220102,1010,2886,2771
20220102,1020,21477,24127
20220102,1030,1812,1991
20220102,1040,11987,12953
20220102,1050,816,940
20220102,1060,1378,1414
20220102,1070,6509,6258
20220102,1080,25728,25389
20220102,1090,6703,7430
20220102,1100,25927,27533
20220102,1110,4402,4069
20220102,1120,4264,4144
20220102,1130,1642,1480
20220102,1140,51,69
20220102,1150,466,565
20220102,1160,3158,2846
20220102,1170,5796,6439
20220102,1180,4229,4113
20220102,1190,1261,1637
20220102,1191,280,366
20220102,1192,1093,2672
20220102,1193,535,982
20220102,1194,4581,2218
20220102,1201,85,91
20220102,1202,117,117
20220102,1203,576,478
20220102,1204,94,125
20220102,1205,70,84
20220102,1206,208,261
20220102,1207,20,14
20220102,1208,1143,980
20220102,1210,21176,23222
20220102,1220,835,1096
20220102,1230,552,436
20220102,1240,230,265
20220102,1250,8816,7933
20220102,2110,35,45
20220102,2120,93,76
20220102,2130,821,1776
20220102,2140,19,27
20220102,2150,636,524
20220102,2160,74,58
20220102,2170,1087,645
20220102,2180,1877,1345
20220102,2190,341,304
20220102,2200,3972,2973
20220102,2210,96,44
20220102,2220,1806,1165
20220102,2230,3938,4685
20220102,2240,464,384
20220102,2250,745,550
20220102,2260,758,300
20220102,3140,278,237
20220102,3150,1235,899
20220102,3160,5510,5437
20220102,3170,110,165
20220102,3180,1309,861
20220102,3190,975,725
20220102,3210,767,609
20220102,3220,2692,2775
20220102,3230,10590,8900
20220102,3240,782,722
20220102,3250,2923,2769
20220102,3260,574,522
20220102,3270,2073,1906
20220102,3280,2521,2435
20220102,3290,1450,1659
20220102,3300,33114,37087
20220102,3310,1330,1693
20220102,3320,2130,2634
20220102,3330,958,962
20220102,3340,9000,10095
20220102,3350,591,1378
20220102,3360,18150,16656
20220102,3370,1424,1126
20220102,3380,1043,986
20220102,3390,9653,7374
20220102,3400,619,413
20220102,3410,1129,659
20220102,3420,3536,2003
20220102,3430,1327,899
20220102,3431,27,27
20220102,3432,172,165
20220102,3433,17,31
20220102,3434,597,402
20220102,3435,149,98
20220102,3436,213,239
20220102,3450,1210,657
20220102,3460,270,226
20220102,3470,7909,7749
20220102,3480,3303,2509
20220102,3490,188,143
20220102,4050,1510,2013
20220102,4060,2122,3326
20220102,4070,690,593
20220102,4080,14608,12165
20220102,4090,913,722
